original_output, original_output_real, original_output_img, fft_output_real, fft_output_img, inverse_fft_output_real, inverse_fft_output_img, magnitute_output_fft
5419, 5419.00, 0.00, 179.42, 3020.89, 5419.00, -0.00, 3026.21, 0.00, 0.00, 0.00
14246, 14246.00, 0.00, 1310.53, 3980.09, 14246.00, 0.00, 4190.30, 61493043936353271000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14644, 14644.00, 0.00, -199.64, 4126.30, 14644.00, -0.00, 4131.12, 201855675231329610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
6807, 6807.00, 0.00, -665.31, 1438.75, 6807.00, -0.00, 1585.13, -0.00, 0.00, 0.00
-4930, -4930.00, 0.00, -425.20, 1971.43, -4930.00, 0.00, 2016.76, 0.00, 0.00, 0.00
-14086, -14086.00, 0.00, 3307.61, 1453.32, -14086.00, -0.00, 3612.82, 4087965142927074800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-15180, -15180.00, 0.00, 855.94, 320.43, -15180.00, 0.00, 913.96, 0.00, 0.00, 0.00
-7013, -7013.00, 0.00, 446.24, 1076.17, -7013.00, -0.00, 1165.02, 124693393491992940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
5427, 5427.00, 0.00, 2408.22, 2534.39, 5427.00, 0.00, 3496.09, 895627271402965850000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14247, 14247.00, 0.00, 337.96, 2133.82, 14247.00, 0.00, 2160.42, 0.00, 0.00, 0.00
14657, 14657.00, 0.00, 1500.01, 3715.72, 14657.00, 0.00, 4007.07, 0.00, 0.00, 0.00
6816, 6816.00, 0.00, -214.04, 1620.63, 6816.00, 0.00, 1634.71, 68727740.84, 0.00, 0.00
-4931, -4931.00, 0.00, 2383.48, 2162.43, -4931.00, -0.00, 3218.24, 12866413098630798000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-14092, -14092.00, 0.00, 2974.16, 2045.82, -14092.00, -0.00, 3609.85, 32036359177968404000000000000000.00, 0.00, 0.00
-15199, -15199.00, 0.00, 340.55, 2445.53, -15199.00, 0.00, 2469.13, -0.00, 0.00, 0.00
-7003, -7003.00, 0.00, -750.30, 1900.93, -7003.00, 0.00, 2043.64, -14686697866778799000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
5438, 5438.00, 0.00, -634.49, 2535.88, 5438.00, 0.00, 2614.05, -0.00, 0.00, 0.00
14315, 14315.00, 0.00, 4448.03, 2418.52, 14315.00, -0.00, 5063.02, -8494102677414799400000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14730, 14730.00, 0.00, 894.28, 1047.93, 14730.00, 0.00, 1377.64, -319077269418793440000000000000000000000000000000000.00, 0.00, 0.00
6871, 6871.00, 0.00, 2145.18, 1961.35, 6871.00, -0.00, 2906.67, 6327112934030820800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-4848, -4848.00, 0.00, 2687.49, 1136.54, -4848.00, -0.00, 2917.93, 0.00, 0.00, 0.00
-14049, -14049.00, 0.00, 2300.81, -720.79, -14049.00, -0.00, 2411.07, -0.00, 0.00, 0.00
-15144, -15144.00, 0.00, 1197.23, 697.96, -15144.00, 0.00, 1385.82, -3744407309207423300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-6902, -6902.00, 0.00, -2366.55, 1247.29, -6902.00, -0.00, 2675.13, 0.00, 0.00, 0.00
5482, 5482.00, 0.00, 1268.66, 884.47, 5482.00, 0.00, 1546.54, 0.00, 0.00, 0.00
14277, 14277.00, 0.00, -570.13, 2560.78, 14277.00, -0.00, 2623.48, -645047539380752330000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14694, 14694.00, 0.00, 1221.69, 3759.30, 14694.00, -0.00, 3952.82, 0.00, 0.00, 0.00
6877, 6877.00, 0.00, 979.27, 980.45, 6877.00, -0.00, 1385.73, 2828845566818033200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-4860, -4860.00, 0.00, -476.53, -1258.89, -4860.00, -0.00, 1346.06, -305196864501347340000000000000000000000000000.00, 0.00, 0.00
